absEta_0_1-R9_0.920_0.940-gainEle_6          runNumber  273158  273445  0.9987  0.0024  0.0005  0.0002  0.0023
absEta_0_1-R9_0.920_0.940-gainEle_1          runNumber  273158  273445  0.9811  0.0112  0.0016  0.0002  0.0111
absEta_0_1-R9_0.940_0.960-gainEle_12         runNumber  273158  273445  1.0031  0.0004  0.0002  0.0003  0.0000
absEta_0_1-R9_0.940_0.960-gainEle_6          runNumber  273158  273445  0.9985  0.0024  0.0005  0.0003  0.0023
absEta_0_1-R9_0.940_0.960-gainEle_1          runNumber  273158  273445  0.9809  0.0112  0.0016  0.0003  0.0111
absEta_0_1-R9_0.960_1.000-gainEle_12         runNumber  273158  273445  1.0020  0.0005  0.0002  0.0005  0.0000
absEta_0_1-R9_0.960_1.000-gainEle_6          runNumber  273158  273445  0.9974  0.0024  0.0005  0.0005  0.0023
absEta_0_1-R9_0.960_1.000-gainEle_1          runNumber  273158  273445  0.9799  0.0112  0.0016  0.0005  0.0111
absEta_1_1.2-R9_0.000_0.400-gainEle_12       runNumber  273158  273445  1.0123  0.0016  0.0012  0.0011  0.0000
absEta_1_1.2-R9_0.000_0.400-gainEle_6        runNumber  273158  273445  1.0076  0.0029  0.0013  0.0011  0.0023
absEta_1_1.2-R9_0.000_0.400-gainEle_1        runNumber  273158  273445  0.9899  0.0113  0.0020  0.0011  0.0111
absEta_1_1.2-R9_0.400_0.500-gainEle_12       runNumber  273158  273445  1.0086  0.0018  0.0011  0.0014  0.0000
absEta_1_1.2-R9_0.400_0.500-gainEle_6        runNumber  273158  273445  1.0040  0.0030  0.0012  0.0014  0.0023
absEta_1_1.2-R9_0.400_0.500-gainEle_1        runNumber  273158  273445  0.9863  0.0113  0.0019  0.0014  0.0111
absEta_1_1.2-R9_0.500_0.600-gainEle_12       runNumber  273158  273445  1.0072  0.0016  0.0011  0.0011  0.0000
absEta_1_1.2-R9_0.500_0.600-gainEle_6        runNumber  273158  273445  1.0026  0.0028  0.0012  0.0011  0.0023
absEta_1_1.2-R9_0.500_0.600-gainEle_1        runNumber  273158  273445  0.9849  0.0113  0.0019  0.0011  0.0111
absEta_1_1.2-R9_0.600_0.700-gainEle_12       runNumber  273158  273445  1.0062  0.0014  0.0010  0.0010  0.0000
absEta_1_1.2-R9_0.600_0.700-gainEle_6        runNumber  273158  273445  1.0016  0.0027  0.0011  0.0010  0.0023
absEta_1_1.2-R9_0.600_0.700-gainEle_1        runNumber  273158  273445  0.9840  0.0113  0.0019  0.0010  0.0111
absEta_1_1.2-R9_0.700_0.800-gainEle_12       runNumber  273158  273445  1.0042  0.0013  0.0010  0.0009  0.0000
absEta_1_1.2-R9_0.700_0.800-gainEle_6        runNumber  273158  273445  0.9996  0.0027  0.0011  0.0009  0.0023
absEta_1_1.2-R9_0.700_0.800-gainEle_1        runNumber  273158  273445  0.9820  0.0112  0.0019  0.0009  0.0111
absEta_1_1.2-R9_0.800_0.900-gainEle_12       runNumber  273158  273445  1.0020  0.0012  0.0010  0.0007  0.0000
absEta_1_1.2-R9_0.800_0.900-gainEle_6        runNumber  273158  273445  0.9974  0.0027  0.0011  0.0007  0.0023
absEta_1_1.2-R9_0.800_0.900-gainEle_1        runNumber  273158  273445  0.9799  0.0112  0.0019  0.0007  0.0111
absEta_1_1.2-R9_0.900_0.920-gainEle_12       runNumber  273158  273445  1.0003  0.0014  0.0011  0.0009  0.0000
absEta_1_1.2-R9_0.900_0.920-gainEle_6        runNumber  273158  273445  0.9957  0.0027  0.0012  0.0009  0.0023
absEta_1_1.2-R9_0.900_0.920-gainEle_1        runNumber  273158  273445  0.9782  0.0113  0.0019  0.0009  0.0111
absEta_1_1.2-R9_0.920_0.940-gainEle_12       runNumber  273158  273445  0.9993  0.0014  0.0011  0.0008  0.0000
absEta_1_1.2-R9_0.920_0.940-gainEle_6        runNumber  273158  273445  0.9947  0.0027  0.0012  0.0008  0.0023
absEta_1_1.2-R9_0.920_0.940-gainEle_1        runNumber  273158  273445  0.9772  0.0112  0.0019  0.0008  0.0111
absEta_1_1.2-R9_0.940_0.960-gainEle_12       runNumber  273158  273445  0.9980  0.0013  0.0011  0.0006  0.0000
absEta_1_1.2-R9_0.940_0.960-gainEle_6        runNumber  273158  273445  0.9934  0.0027  0.0012  0.0006  0.0023
absEta_1_1.2-R9_0.940_0.960-gainEle_1        runNumber  273158  273445  0.9759  0.0112  0.0019  0.0006  0.0111
absEta_1_1.2-R9_0.960_1.000-gainEle_12       runNumber  273158  273445  0.9971  0.0015  0.0011  0.0010  0.0000
absEta_1_1.2-R9_0.960_1.000-gainEle_6        runNumber  273158  273445  0.9925  0.0028  0.0012  0.0010  0.0023
absEta_1_1.2-R9_0.960_1.000-gainEle_1        runNumber  273158  273445  0.9751  0.0113  0.0019  0.0010  0.0111
absEta_1.2_1.4442-R9_0.000_0.400-gainEle_12  runNumber  273158  273445  1.0076  0.0022  0.0011  0.0019  0.0000
absEta_1.2_1.4442-R9_0.000_0.400-gainEle_6   runNumber  273158  273445  1.0030  0.0032  0.0012  0.0019  0.0023
absEta_1.2_1.4442-R9_0.000_0.400-gainEle_1   runNumber  273158  273445  0.9853  0.0114  0.0019  0.0019  0.0111
absEta_1.2_1.4442-R9_0.400_0.500-gainEle_12  runNumber  273158  273445  1.0037  0.0019  0.0011  0.0015  0.0000
absEta_1.2_1.4442-R9_0.400_0.500-gainEle_6   runNumber  273158  273445  0.9991  0.0030  0.0012  0.0015  0.0023
absEta_1.2_1.4442-R9_0.400_0.500-gainEle_1   runNumber  273158  273445  0.9815  0.0113  0.0019  0.0015  0.0111
absEta_1.2_1.4442-R9_0.500_0.600-gainEle_12  runNumber  273158  273445  1.0008  0.0015  0.0011  0.0010  0.0000
absEta_1.2_1.4442-R9_0.500_0.600-gainEle_6   runNumber  273158  273445  0.9962  0.0028  0.0012  0.0010  0.0023
absEta_1.2_1.4442-R9_0.500_0.600-gainEle_1   runNumber  273158  273445  0.9787  0.0113  0.0019  0.0010  0.0111
absEta_1.2_1.4442-R9_0.600_0.700-gainEle_12  runNumber  273158  273445  0.9984  0.0015  0.0010  0.0011  0.0000
absEta_1.2_1.4442-R9_0.600_0.700-gainEle_6   runNumber  273158  273445  0.9938  0.0028  0.0011  0.0011  0.0023
absEta_1.2_1.4442-R9_0.600_0.700-gainEle_1   runNumber  273158  273445  0.9763  0.0113  0.0019  0.0011  0.0111
absEta_1.2_1.4442-R9_0.700_0.800-gainEle_12  runNumber  273158  273445  0.9965  0.0014  0.0010  0.0010  0.0000
absEta_1.2_1.4442-R9_0.700_0.800-gainEle_6   runNumber  273158  273445  0.9919  0.0027  0.0011  0.0010  0.0023
absEta_1.2_1.4442-R9_0.700_0.800-gainEle_1   runNumber  273158  273445  0.9745  0.0113  0.0019  0.0010  0.0111
absEta_1.2_1.4442-R9_0.800_0.900-gainEle_12  runNumber  273158  273445  0.9936  0.0013  0.0010  0.0008  0.0000
absEta_1.2_1.4442-R9_0.800_0.900-gainEle_6   runNumber  273158  273445  0.9890  0.0027  0.0011  0.0008  0.0023
absEta_1.2_1.4442-R9_0.800_0.900-gainEle_1   runNumber  273158  273445  0.9716  0.0112  0.0019  0.0008  0.0111
absEta_1.2_1.4442-R9_0.900_0.920-gainEle_12  runNumber  273158  273445  0.9912  0.0015  0.0011  0.0010  0.0000
absEta_1.2_1.4442-R9_0.900_0.920-gainEle_6   runNumber  273158  273445  0.9866  0.0028  0.0012  0.0010  0.0023
absEta_1.2_1.4442-R9_0.900_0.920-gainEle_1   runNumber  273158  273445  0.9693  0.0113  0.0019  0.0010  0.0111
absEta_1.2_1.4442-R9_0.920_0.940-gainEle_12  runNumber  273158  273445  0.9898  0.0014  0.0011  0.0008  0.0000
absEta_1.2_1.4442-R9_0.920_0.940-gainEle_6   runNumber  273158  273445  0.9852  0.0027  0.0012  0.0008  0.0023
absEta_1.2_1.4442-R9_0.920_0.940-gainEle_1   runNumber  273158  273445  0.9679  0.0112  0.0019  0.0008  0.0111
absEta_1.2_1.4442-R9_0.940_0.960-gainEle_12  runNumber  273158  273445  0.9892  0.0014  0.0011  0.0009  0.0000
absEta_1.2_1.4442-R9_0.940_0.960-gainEle_6   runNumber  273158  273445  0.9846  0.0027  0.0012  0.0009  0.0023
absEta_1.2_1.4442-R9_0.940_0.960-gainEle_1   runNumber  273158  273445  0.9673  0.0113  0.0019  0.0009  0.0111
absEta_1.2_1.4442-R9_0.960_1.000-gainEle_12  runNumber  273158  273445  0.9891  0.0019  0.0011  0.0016  0.0000
absEta_1.2_1.4442-R9_0.960_1.000-gainEle_6   runNumber  273158  273445  0.9846  0.0031  0.0012  0.0016  0.0023
absEta_1.2_1.4442-R9_0.960_1.000-gainEle_1   runNumber  273158  273445  0.9672  0.0113  0.0019  0.0016  0.0111
absEta_1.566_2-R9_0.000_0.500-gainEle_12     runNumber  273158  273445  1.0332  0.0018  0.0013  0.0012  0.0000
absEta_1.566_2-R9_0.000_0.500-gainEle_1      runNumber  273158  273445  1.0332  0.0111  0.0013  0.0012  0.0110
absEta_1.566_2-R9_0.000_0.500-gainEle_6      runNumber  273158  273445  1.0278  0.0033  0.0016  0.0012  0.0026
absEta_1.566_2-R9_0.500_0.600-gainEle_12     runNumber  273158  273445  1.0285  0.0015  0.0012  0.0009  0.0000
absEta_1.566_2-R9_0.500_0.600-gainEle_1      runNumber  273158  273445  1.0285  0.0111  0.0012  0.0009  0.0110
absEta_1.566_2-R9_0.500_0.600-gainEle_6      runNumber  273158  273445  1.0232  0.0032  0.0016  0.0009  0.0026
absEta_1.566_2-R9_0.600_0.650-gainEle_12     runNumber  273158  273445  1.0267  0.0014  0.0012  0.0008  0.0000
absEta_1.566_2-R9_0.600_0.650-gainEle_1      runNumber  273158  273445  1.0267  0.0111  0.0012  0.0008  0.0110
absEta_1.566_2-R9_0.600_0.650-gainEle_6      runNumber  273158  273445  1.0214  0.0031  0.0016  0.0008  0.0026
absEta_1.566_2-R9_0.650_0.700-gainEle_12     runNumber  273158  273445  1.0254  0.0014  0.0012  0.0008  0.0000
absEta_1.566_2-R9_0.650_0.700-gainEle_1      runNumber  273158  273445  1.0254  0.0111  0.0012  0.0008  0.0110
absEta_1.566_2-R9_0.650_0.700-gainEle_6      runNumber  273158  273445  1.0201  0.0031  0.0016  0.0008  0.0026
absEta_1.566_2-R9_0.700_0.740-gainEle_12     runNumber  273158  273445  1.0238  0.0014  0.0012  0.0007  0.0000
absEta_1.566_2-R9_0.700_0.740-gainEle_1      runNumber  273158  273445  1.0238  0.0111  0.0012  0.0007  0.0110
absEta_1.566_2-R9_0.700_0.740-gainEle_6      runNumber  273158  273445  1.0185  0.0031  0.0016  0.0007  0.0026
absEta_1.566_2-R9_0.740_0.770-gainEle_12     runNumber  273158  273445  1.0225  0.0014  0.0012  0.0007  0.0000
absEta_1.566_2-R9_0.740_0.770-gainEle_1      runNumber  273158  273445  1.0225  0.0111  0.0012  0.0007  0.0110
absEta_1.566_2-R9_0.740_0.770-gainEle_6      runNumber  273158  273445  1.0172  0.0031  0.0016  0.0007  0.0026
absEta_1.566_2-R9_0.770_0.820-gainEle_12     runNumber  273158  273445  1.0204  0.0013  0.0012  0.0006  0.0000
absEta_1.566_2-R9_0.770_0.820-gainEle_1      runNumber  273158  273445  1.0204  0.0111  0.0012  0.0006  0.0110
absEta_1.566_2-R9_0.770_0.820-gainEle_6      runNumber  273158  273445  1.0151  0.0031  0.0016  0.0006  0.0026
absEta_1.566_2-R9_0.820_0.840-gainEle_12     runNumber  273158  273445  1.0182  0.0016  0.0012  0.0010  0.0000
absEta_1.566_2-R9_0.820_0.840-gainEle_1      runNumber  273158  273445  1.0182  0.0111  0.0012  0.0010  0.0110
absEta_1.566_2-R9_0.820_0.840-gainEle_6      runNumber  273158  273445  1.0129  0.0032  0.0016  0.0010  0.0026
absEta_1.566_2-R9_0.840_0.860-gainEle_12     runNumber  273158  273445  1.0172  0.0014  0.0012  0.0008  0.0000
absEta_1.566_2-R9_0.840_0.860-gainEle_1      runNumber  273158  273445  1.0172  0.0111  0.0012  0.0008  0.0110
absEta_1.566_2-R9_0.840_0.860-gainEle_6      runNumber  273158  273445  1.0119  0.0031  0.0016  0.0008  0.0026
absEta_1.566_2-R9_0.860_0.880-gainEle_12     runNumber  273158  273445  1.0162  0.0013  0.0012  0.0006  0.0000
absEta_1.566_2-R9_0.860_0.880-gainEle_1      runNumber  273158  273445  1.0162  0.0111  0.0012  0.0006  0.0110
absEta_1.566_2-R9_0.860_0.880-gainEle_6      runNumber  273158  273445  1.0109  0.0031  0.0016  0.0006  0.0026
absEta_1.566_2-R9_0.880_0.900-gainEle_12     runNumber  273158  273445  1.0156  0.0013  0.0012  0.0006  0.0000
absEta_1.566_2-R9_0.880_0.900-gainEle_1      runNumber  273158  273445  1.0156  0.0111  0.0012  0.0006  0.0110
absEta_1.566_2-R9_0.880_0.900-gainEle_6      runNumber  273158  273445  1.0103  0.0031  0.0016  0.0006  0.0026
absEta_1.566_2-R9_0.900_0.920-gainEle_12     runNumber  273158  273445  1.0137  0.0013  0.0012  0.0006  0.0000
absEta_1.566_2-R9_0.900_0.920-gainEle_1      runNumber  273158  273445  1.0137  0.0111  0.0012  0.0006  0.0110
absEta_1.566_2-R9_0.900_0.920-gainEle_6      runNumber  273158  273445  1.0084  0.0031  0.0016  0.0006  0.0026
absEta_1.566_2-R9_0.920_0.940-gainEle_12     runNumber  273158  273445  1.0119  0.0013  0.0012  0.0006  0.0000
absEta_1.566_2-R9_0.920_0.940-gainEle_1      runNumber  273158  273445  1.0119  0.0111  0.0012  0.0006  0.0110
absEta_1.566_2-R9_0.920_0.940-gainEle_6      runNumber  273158  273445  1.0066  0.0031  0.0016  0.0006  0.0026
absEta_1.566_2-R9_0.940_0.960-gainEle_12     runNumber  273158  273445  1.0109  0.0014  0.0012  0.0007  0.0000
absEta_1.566_2-R9_0.940_0.960-gainEle_1      runNumber  273158  273445  1.0109  0.0111  0.0012  0.0007  0.0110
absEta_1.566_2-R9_0.940_0.960-gainEle_6      runNumber  273158  273445  1.0056  0.0031  0.0016  0.0007  0.0026
absEta_1.566_2-R9_0.960_0.980-gainEle_12     runNumber  273158  273445  1.0105  0.0013  0.0012  0.0006  0.0000
absEta_1.566_2-R9_0.960_0.980-gainEle_1      runNumber  273158  273445  1.0105  0.0111  0.0012  0.0006  0.0110
absEta_1.566_2-R9_0.960_0.980-gainEle_6      runNumber  273158  273445  1.0052  0.0031  0.0016  0.0006  0.0026
absEta_1.566_2-R9_0.980_1.000-gainEle_12     runNumber  273158  273445  1.0127  0.0020  0.0012  0.0016  0.0000
absEta_1.566_2-R9_0.980_1.000-gainEle_1      runNumber  273158  273445  1.0127  0.0112  0.0012  0.0016  0.0110
absEta_1.566_2-R9_0.980_1.000-gainEle_6      runNumber  273158  273445  1.0074  0.0034  0.0016  0.0016  0.0026
absEta_2_2.5-R9_0.000_0.600-gainEle_6        runNumber  273158  273445  1.0288  0.0038  0.0023  0.0015  0.0026
absEta_2_2.5-R9_0.000_0.600-gainEle_12       runNumber  273158  273445  1.0342  0.0026  0.0021  0.0015  0.0000
absEta_2_2.5-R9_0.000_0.600-gainEle_1        runNumber  273158  273445  1.0342  0.0113  0.0021  0.0015  0.0110
absEta_2_2.5-R9_0.600_0.700-gainEle_6        runNumber  273158  273445  1.0259  0.0034  0.0017  0.0014  0.0026
absEta_2_2.5-R9_0.600_0.700-gainEle_12       runNumber  273158  273445  1.0313  0.0020  0.0014  0.0014  0.0000
absEta_2_2.5-R9_0.600_0.700-gainEle_1        runNumber  273158  273445  1.0313  0.0112  0.0014  0.0014  0.0110
absEta_2_2.5-R9_0.700_0.800-gainEle_6        runNumber  273158  273445  1.0216  0.0034  0.0015  0.0016  0.0026
absEta_2_2.5-R9_0.700_0.800-gainEle_12       runNumber  273158  273445  1.0269  0.0019  0.0011  0.0016  0.0000
absEta_2_2.5-R9_0.700_0.800-gainEle_1        runNumber  273158  273445  1.0269  0.0112  0.0011  0.0016  0.0110
absEta_2_2.5-R9_0.800_0.833-gainEle_6        runNumber  273158  273445  1.0183  0.0033  0.0015  0.0015  0.0026
absEta_2_2.5-R9_0.800_0.833-gainEle_12       runNumber  273158  273445  1.0236  0.0019  0.0011  0.0015  0.0000
absEta_2_2.5-R9_0.800_0.833-gainEle_1        runNumber  273158  273445  1.0236  0.0112  0.0011  0.0015  0.0110
absEta_2_2.5-R9_0.833_0.867-gainEle_6        runNumber  273158  273445  1.0151  0.0033  0.0015  0.0014  0.0026
absEta_2_2.5-R9_0.833_0.867-gainEle_12       runNumber  273158  273445  1.0204  0.0018  0.0011  0.0014  0.0000
absEta_2_2.5-R9_0.833_0.867-gainEle_1        runNumber  273158  273445  1.0204  0.0111  0.0011  0.0014  0.0110
absEta_2_2.5-R9_0.867_0.900-gainEle_6        runNumber  273158  273445  1.0113  0.0031  0.0015  0.0009  0.0026
absEta_2_2.5-R9_0.867_0.900-gainEle_12       runNumber  273158  273445  1.0166  0.0014  0.0011  0.0009  0.0000
absEta_2_2.5-R9_0.867_0.900-gainEle_1        runNumber  273158  273445  1.0166  0.0111  0.0011  0.0009  0.0110
absEta_2_2.5-R9_0.900_0.920-gainEle_6        runNumber  273158  273445  1.0074  0.0031  0.0015  0.0008  0.0026
absEta_2_2.5-R9_0.900_0.920-gainEle_12       runNumber  273158  273445  1.0127  0.0014  0.0011  0.0008  0.0000
absEta_2_2.5-R9_0.900_0.920-gainEle_1        runNumber  273158  273445  1.0127  0.0111  0.0011  0.0008  0.0110
absEta_2_2.5-R9_0.920_0.940-gainEle_6        runNumber  273158  273445  1.0043  0.0031  0.0015  0.0007  0.0026
absEta_2_2.5-R9_0.920_0.940-gainEle_12       runNumber  273158  273445  1.0095  0.0013  0.0011  0.0007  0.0000
absEta_2_2.5-R9_0.920_0.940-gainEle_1        runNumber  273158  273445  1.0095  0.0111  0.0011  0.0007  0.0110
absEta_2_2.5-R9_0.940_0.960-gainEle_6        runNumber  273158  273445  1.0017  0.0031  0.0015  0.0008  0.0026
absEta_2_2.5-R9_0.940_0.960-gainEle_12       runNumber  273158  273445  1.0069  0.0014  0.0011  0.0008  0.0000
absEta_2_2.5-R9_0.940_0.960-gainEle_1        runNumber  273158  273445  1.0069  0.0111  0.0011  0.0008  0.0110
absEta_2_2.5-R9_0.960_0.980-gainEle_6        runNumber  273158  273445  1.0006  0.0031  0.0015  0.0008  0.0026
absEta_2_2.5-R9_0.960_0.980-gainEle_12       runNumber  273158  273445  1.0058  0.0014  0.0011  0.0008  0.0000
absEta_2_2.5-R9_0.960_0.980-gainEle_1        runNumber  273158  273445  1.0058  0.0111  0.0011  0.0008  0.0110
absEta_2_2.5-R9_0.980_1.000-gainEle_6        runNumber  273158  273445  1.0015  0.0032  0.0015  0.0011  0.0026
absEta_2_2.5-R9_0.980_1.000-gainEle_12       runNumber  273158  273445  1.0067  0.0016  0.0011  0.0011  0.0000
absEta_2_2.5-R9_0.980_1.000-gainEle_1        runNumber  273158  273445  1.0067  0.0111  0.0011  0.0011  0.0110
absEta_0_1-R9_0.000_0.400-gainEle_12         runNumber  273446  273493  1.0052  0.0026  0.0007  0.0025  0.0000
absEta_0_1-R9_0.000_0.400-gainEle_6          runNumber  273446  273493  1.0006  0.0035  0.0009  0.0025  0.0023
absEta_0_1-R9_0.000_0.400-gainEle_1          runNumber  273446  273493  0.9830  0.0115  0.0018  0.0025  0.0111
absEta_0_1-R9_0.400_0.500-gainEle_12         runNumber  273446  273493  1.0051  0.0012  0.0003  0.0012  0.0000
absEta_0_1-R9_0.400_0.500-gainEle_6          runNumber  273446  273493  1.0005  0.0027  0.0006  0.0012  0.0023
absEta_0_1-R9_0.400_0.500-gainEle_1          runNumber  273446  273493  0.9829  0.0112  0.0016  0.0012  0.0111
absEta_0_1-R9_0.500_0.600-gainEle_12         runNumber  273446  273493  1.0043  0.0007  0.0003  0.0006  0.0000
absEta_0_1-R9_0.500_0.600-gainEle_6          runNumber  273446  273493  0.9997  0.0024  0.0006  0.0006  0.0023
absEta_0_1-R9_0.500_0.600-gainEle_1          runNumber  273446  273493  0.9821  0.0112  0.0016  0.0006  0.0111
absEta_0_1-R9_0.600_0.700-gainEle_12         runNumber  273446  273493  1.0036  0.0005  0.0003  0.0004  0.0000
absEta_0_1-R9_0.600_0.700-gainEle_6          runNumber  273446  273493  0.9990  0.0024  0.0006  0.0004  0.0023
absEta_0_1-R9_0.600_0.700-gainEle_1          runNumber  273446  273493  0.9814  0.0112  0.0016  0.0004  0.0111
absEta_0_1-R9_0.700_0.800-gainEle_12         runNumber  273446  273493  1.0029  0.0004  0.0002  0.0004  0.0000
absEta_0_1-R9_0.700_0.800-gainEle_6          runNumber  273446  273493  0.9983  0.0024  0.0005  0.0004  0.0023
absEta_0_1-R9_0.700_0.800-gainEle_1          runNumber  273446  273493  0.9807  0.0112  0.0016  0.0004  0.0111
absEta_0_1-R9_0.800_0.900-gainEle_12         runNumber  273446  273493  1.0023  0.0004  0.0002  0.0004  0.0000
absEta_0_1-R9_0.800_0.900-gainEle_6          runNumber  273446  273493  0.9977  0.0024  0.0005  0.0004  0.0023
absEta_0_1-R9_0.800_0.900-gainEle_1          runNumber  273446  273493  0.9801  0.0112  0.0016  0.0004  0.0111
absEta_0_1-R9_0.900_0.920-gainEle_12         runNumber  273446  273493  1.0019  0.0004  0.0003  0.0003  0.0000
absEta_0_1-R9_0.900_0.920-gainEle_6          runNumber  273446  273493  0.9973  0.0024  0.0006  0.0003  0.0023
absEta_0_1-R9_0.900_0.920-gainEle_1          runNumber  273446  273493  0.9798  0.0112  0.0016  0.0003  0.0111
absEta_0_1-R9_0.920_0.940-gainEle_12         runNumber  273446  273493  1.0018  0.0003  0.0002  0.0002  0.0000
absEta_0_1-R9_0.920_0.940-gainEle_6          runNumber  273446  273493  0.9972  0.0024  0.0005  0.0002  0.0023
absEta_0_1-R9_0.920_0.940-gainEle_1          runNumber  273446  273493  0.9797  0.0112  0.0016  0.0002  0.0111
absEta_0_1-R9_0.940_0.960-gainEle_12         runNumber  273446  273493  1.0016  0.0004  0.0002  0.0003  0.0000
absEta_0_1-R9_0.940_0.960-gainEle_6          runNumber  273446  273493  0.9970  0.0024  0.0005  0.0003  0.0023
absEta_0_1-R9_0.940_0.960-gainEle_1          runNumber  273446  273493  0.9795  0.0112  0.0016  0.0003  0.0111
absEta_0_1-R9_0.960_1.000-gainEle_12         runNumber  273446  273493  1.0005  0.0005  0.0002  0.0005  0.0000
absEta_0_1-R9_0.960_1.000-gainEle_6          runNumber  273446  273493  0.9959  0.0024  0.0005  0.0005  0.0023
absEta_0_1-R9_0.960_1.000-gainEle_1          runNumber  273446  273493  0.9784  0.0112  0.0016  0.0005  0.0111
absEta_1_1.2-R9_0.000_0.400-gainEle_12       runNumber  273446  273493  1.0099  0.0016  0.0012  0.0011  0.0000
absEta_1_1.2-R9_0.000_0.400-gainEle_6        runNumber  273446  273493  1.0053  0.0029  0.0013  0.0011  0.0023
absEta_1_1.2-R9_0.000_0.400-gainEle_1        runNumber  273446  273493  0.9876  0.0113  0.0020  0.0011  0.0111
absEta_1_1.2-R9_0.400_0.500-gainEle_12       runNumber  273446  273493  1.0062  0.0017  0.0010  0.0014  0.0000
absEta_1_1.2-R9_0.400_0.500-gainEle_6        runNumber  273446  273493  1.0016  0.0029  0.0011  0.0014  0.0023
absEta_1_1.2-R9_0.400_0.500-gainEle_1        runNumber  273446  273493  0.9840  0.0113  0.0019  0.0014  0.0111
absEta_1_1.2-R9_0.500_0.600-gainEle_12       runNumber  273446  273493  1.0048  0.0015  0.0010  0.0011  0.0000
absEta_1_1.2-R9_0.500_0.600-gainEle_6        runNumber  273446  273493  1.0002  0.0028  0.0011  0.0011  0.0023
absEta_1_1.2-R9_0.500_0.600-gainEle_1        runNumber  273446  273493  0.9826  0.0113  0.0019  0.0011  0.0111
absEta_1_1.2-R9_0.600_0.700-gainEle_12       runNumber  273446  273493  1.0038  0.0014  0.0010  0.0010  0.0000
absEta_1_1.2-R9_0.600_0.700-gainEle_6        runNumber  273446  273493  0.9992  0.0027  0.0011  0.0010  0.0023
absEta_1_1.2-R9_0.600_0.700-gainEle_1        runNumber  273446  273493  0.9816  0.0113  0.0019  0.0010  0.0111
absEta_1_1.2-R9_0.700_0.800-gainEle_12       runNumber  273446  273493  1.0018  0.0013  0.0010  0.0009  0.0000
absEta_1_1.2-R9_0.700_0.800-gainEle_6        runNumber  273446  273493  0.9972  0.0027  0.0011  0.0009  0.0023
absEta_1_1.2-R9_0.700_0.800-gainEle_1        runNumber  273446  273493  0.9797  0.0112  0.0019  0.0009  0.0111
absEta_1_1.2-R9_0.800_0.900-gainEle_12       runNumber  273446  273493  0.9996  0.0012  0.0010  0.0007  0.0000
absEta_1_1.2-R9_0.800_0.900-gainEle_6        runNumber  273446  273493  0.9950  0.0027  0.0011  0.0007  0.0023
absEta_1_1.2-R9_0.800_0.900-gainEle_1        runNumber  273446  273493  0.9775  0.0112  0.0019  0.0007  0.0111
